USNM 355886,87.24,106.53,A2-L1,Yorktown
USNM 355887,92.12,101.25,A1-A2,Yorktown
USNM 355890,82.59,79.11,a1-a3,Yorktown
USNM 355894,96.62,86.05,a1-a2,Yorktown
USNM 355895,69.31,86.11,A1-A2,Yorktown
USNM 355904,65.41,76.64,L1-L2,Yorktown
USNM 355917,60.93,70.89,a1-a3,Yorktown
USNM 355928,31.56,48.49,"L6-L8, l3-l6",Yorktown
USNM 355938,70.25,66.64,a1-a2,Yorktown
USNM 356968,87.25,102.49,L1-L2,Yorktown
USNM 356969,72.51,76.48,l1-l3,Yorktown
USNM 356972,68.88,87.24,L3-L5,Yorktown
USNM 356973,82.48,84.66,A1-A2,Yorktown
USNM 356975,60,58.48,l1-l3,Yorktown
USNM 356976,32.2,51.18,"L6-L8, l3-l6",Yorktown
USNM 356980,85.16,84.95,a1-a2,Yorktown
USNM 392159,66.39,71.06,a2-l2,Yorktown
USNM 392160,74.8,72.89,L1-L5,Yorktown
USNM 392161,73.56,75.79,A1-A2,Yorktown
USNM 392162,71.05,71.3,a1-a2,Yorktown
USNM 392171,57.26,57.28,l1-l4,Yorktown
USNM 482310,87.7,99.59,A1-A2,Yorktown
USNM 482311,83.95,105.59,L1-L4,Yorktown
USNM 482313,94.39,92.57,A1-A2,Yorktown
USNM 530191,77.17,87.57,L1-L4,Yorktown
USNM 530192,43.32,49.87,l3-l5,Yorktown
USNM 530606,89.46,79.39,a1-a2,Yorktown
USNM 530607,75.85,87.1,A1-A2,Yorktown
USNM 530608,64.92,72.06,A1-A2,Yorktown
USNM 531643,92.81,107.19,A1-A2,Yorktown
USNM 537789.1,54.16,69.57,L1-L5,Yorktown
USNM 537789.2,45.53,50.28,l1-l4,Yorktown
USNM182108,83.64,78.08,A1-A2,Yorktown
USNM293744,43.66,54.87,L5-L7,Yorktown
SDNHM 86291.1,50.9,51.6,A1-A2,Ysidro
SDNHM 86291.2,37.64,,"L1-L5, l1-l5",Ysidro
